,YR,RANK,TEAM,GP,W,L,W_per,PTS,FGM,FGA,FG_per,TPM,TPA,TP_per,FTM,FTA,FT_per,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PM
0,2000-01,1,San Antonio Spurs,82,58,24,.707,96.2,35.2,76.4,46.1,5.4,13.3,40.7,20.4,28.5,71.5,11.0,33.1,44.1,21.7,14.0,6.9,7.0,5.2,18.9,0.0,7.8
1,2000-01,2,Los Angeles Lakers,82,56,26,.683,100.6,37.9,81.5,46.5,5.4,15.5,34.4,19.4,28.5,68.3,13.2,31.5,44.7,23.0,14.4,6.9,6.0,4.0,22.8,0.1,3.4
2,2000-01,2,Philadelphia 76ers,82,56,26,.683,94.7,35.4,79.1,44.7,3.2,9.8,32.6,20.7,27.8,74.5,13.1,31.7,44.8,20.6,15.8,8.4,5.0,5.6,20.4,0.0,4.3
3,2000-01,4,Sacramento Kings,82,55,27,.671,101.7,38.2,85.0,44.9,5.8,16.5,35.4,19.5,25.3,77.1,12.0,33.0,45.0,22.6,14.9,9.7,5.3,5.8,19.5,0.0,5.8
4,2000-01,5,Dallas Mavericks,82,53,29,.646,100.5,37.6,81.9,45.9,6.3,16.5,38.1,18.9,23.8,79.4,10.1,31.4,41.5,21.2,13.9,7.5,6.0,4.6,23.3,0.1,4.3
5,2000-01,5,Utah Jazz,82,53,29,.646,97.1,36.1,76.7,47.1,4.0,10.4,38.1,20.9,27.8,75.2,11.5,29.1,40.6,25.7,15.8,8.1,5.6,5.5,25.7,0.1,4.7
6,2000-01,7,Milwaukee Bucks,82,52,30,.634,100.7,38.0,82.9,45.8,6.9,18.1,37.9,18.0,22.9,78.7,11.9,30.5,42.4,22.5,13.7,8.2,4.7,4.3,23.5,0.1,3.9
7,2000-01,8,Phoenix Suns,82,51,31,.622,94.0,35.9,82.4,43.6,4.0,12.9,31.5,18.2,24.1,75.5,11.8,30.8,42.7,23.2,15.3,9.5,5.2,5.1,22.7,0.1,2.2
8,2000-01,9,Miami Heat,82,50,32,.610,88.9,32.9,76.3,43.0,5.8,16.9,34.5,17.4,22.9,75.9,9.9,29.7,39.6,19.9,13.7,7.7,3.7,5.2,21.0,0.1,2.3
9,2000-01,9,Portland Trail Blazers,82,50,32,.610,95.4,36.6,78.3,46.8,4.5,12.9,34.9,17.6,23.2,76.2,11.7,30.3,42.0,23.9,15.3,8.2,5.1,4.0,21.3,0.1,4.2
10,2000-01,11,New York Knicks,82,48,34,.585,88.7,33.6,75.6,44.4,4.8,13.6,35.1,16.8,21.1,79.6,9.4,30.8,40.2,18.5,14.5,6.6,4.2,4.1,22.7,0.1,2.6
11,2000-01,12,Minnesota Timberwolves,82,47,35,.573,97.3,38.4,83.8,45.8,3.9,11.0,35.7,16.6,21.2,78.5,12.2,30.1,42.3,25.4,13.9,8.3,5.6,4.4,23.2,0.1,1.4
12,2000-01,12,Toronto Raptors,82,47,35,.573,97.6,37.2,85.0,43.7,5.2,14.2,36.9,18.1,24.2,74.7,13.6,30.8,44.5,24.4,13.2,7.3,6.3,5.4,21.3,0.1,2.3
13,2000-01,14,Charlotte Hornets,82,46,36,.561,91.9,34.1,79.3,43.1,4.1,12.0,34.6,19.5,26.2,74.5,12.6,31.8,44.4,23.2,14.4,8.1,5.5,4.6,21.4,0.1,2.1
14,2000-01,15,Houston Rockets,82,45,37,.549,97.2,35.9,79.2,45.3,6.1,17.2,35.7,19.3,25.4,75.8,11.2,30.8,42.0,19.7,14.7,7.2,4.4,4.9,20.2,0.0,2.3
15,2000-01,16,Seattle SuperSonics,82,44,38,.537,97.3,36.9,81.1,45.6,5.7,14.3,39.9,17.7,24.2,73.2,12.2,29.5,41.7,21.9,15.3,8.0,5.0,6.2,21.1,0.1,0.0
16,2000-01,17,Orlando Magic,82,43,39,.524,97.5,36.7,83.8,43.8,6.0,16.4,36.4,18.0,25.2,71.4,13.0,29.9,42.9,22.0,15.2,8.2,5.9,5.4,25.3,0.1,1.0
17,2000-01,18,Indiana Pacers,82,41,41,.500,92.6,34.5,78.4,44.0,4.8,14.1,34.2,18.8,24.5,76.6,11.2,31.6,42.9,21.5,15.2,6.9,5.9,4.7,23.5,0.1,-0.2
18,2000-01,19,Denver Nuggets,82,40,42,.488,96.6,36.3,83.9,43.3,6.2,17.6,35.5,17.7,24.0,73.7,12.7,31.5,44.2,24.0,13.9,6.7,6.6,6.1,22.2,0.0,-2.5
19,2000-01,20,Boston Celtics,82,36,46,.439,94.6,33.8,79.1,42.8,7.2,19.9,36.3,19.8,26.7,74.0,10.9,28.9,39.8,20.8,15.7,9.4,4.1,5.4,23.8,0.0,-2.1
20,2000-01,21,Detroit Pistons,82,32,50,.390,95.6,35.6,83.9,42.4,4.7,13.6,35.0,19.6,27.2,72.1,13.5,32.0,45.5,19.9,15.9,7.5,5.5,4.8,23.8,0.1,-1.7
21,2000-01,22,Los Angeles Clippers,82,31,51,.378,92.5,35.3,78.9,44.8,4.4,13.0,33.9,17.4,25.1,69.3,11.7,31.2,42.9,19.3,15.8,6.0,6.3,5.0,21.6,0.0,-2.9
22,2000-01,23,Cleveland Cavaliers,82,30,52,.366,92.2,35.2,79.7,44.2,2.7,8.0,33.4,19.0,24.9,76.5,12.4,29.8,42.1,20.8,16.5,7.8,5.3,6.6,23.2,0.1,-4.2
23,2000-01,24,New Jersey Nets,82,26,56,.317,92.1,33.9,79.9,42.5,4.4,13.2,33.3,19.9,26.2,75.9,11.1,28.5,39.6,19.5,14.7,7.9,5.0,6.4,24.2,0.0,-5.0
24,2000-01,25,Atlanta Hawks,82,25,57,.305,91.0,35.1,81.3,43.1,4.1,11.4,35.7,16.8,22.1,75.9,12.5,30.4,42.9,19.0,16.7,7.7,4.7,6.3,22.7,0.1,-5.2
25,2000-01,26,Vancouver Grizzlies,82,23,59,.280,91.7,35.0,79.7,43.9,4.0,11.5,34.3,17.8,23.1,77.0,10.9,29.6,40.5,23.2,15.7,7.1,4.4,5.8,21.1,0.1,-5.7
26,2000-01,27,Washington Wizards,82,19,63,.232,93.2,34.5,78.7,43.9,3.4,10.3,32.4,20.8,27.4,75.9,12.4,28.9,41.3,20.1,17.0,7.7,4.7,6.2,23.3,0.1,-6.7
27,2000-01,28,Golden State Warriors,82,17,65,.207,92.5,35.8,87.5,40.9,3.4,11.8,29.3,17.4,24.7,70.6,16.4,29.1,45.5,21.8,15.9,9.0,5.0,6.0,21.1,0.1,-9.0
28,2000-01,29,Chicago Bulls,82,15,67,.183,87.6,33.2,78.2,42.4,4.0,11.6,34.6,17.2,23.3,73.9,11.3,27.6,38.9,22.1,15.8,8.2,4.6,5.2,23.2,0.0,-9.1
29,2001-02,1,Sacramento Kings,82,61,21,.744,104.6,39.8,85.4,46.7,5.2,14.1,36.7,19.7,26.3,75.1,12.4,33.0,45.3,23.9,13.8,9.0,4.6,4.7,19.0,0.1,7.6
30,2001-02,2,Los Angeles Lakers,82,58,24,.707,101.3,38.4,83.4,46.1,6.2,17.5,35.4,18.2,26.1,69.9,12.5,31.8,44.3,23.0,12.7,7.6,5.8,4.3,22.2,0.1,7.1
31,2001-02,2,San Antonio Spurs,82,58,24,.707,96.7,35.5,77.6,45.8,5.3,14.8,36.2,20.3,27.4,74.2,11.1,31.3,42.4,20.0,14.4,7.6,6.5,5.2,19.2,0.1,6.2
32,2001-02,4,Dallas Mavericks,82,57,25,.695,105.2,39.0,84.5,46.2,7.6,20.1,37.8,19.6,24.3,80.6,11.2,31.3,42.5,22.1,12.1,7.1,4.8,4.6,22.5,0.1,4.3
33,2001-02,5,New Jersey Nets,82,52,30,.634,96.2,37.1,83.1,44.6,4.9,14.6,33.8,17.1,23.3,73.5,12.7,30.7,43.3,24.3,14.5,8.7,6.0,5.4,21.1,0.1,4.2
34,2001-02,6,Detroit Pistons,82,50,32,.610,94.3,34.7,76.8,45.2,6.9,18.4,37.6,18.0,23.8,75.6,9.9,28.9,38.7,21.5,14.5,7.9,6.9,4.1,20.7,0.1,2.1
35,2001-02,6,Minnesota Timberwolves,82,50,32,.610,99.3,38.7,84.0,46.1,4.8,12.8,37.8,17.1,21.4,79.8,12.9,31.2,44.2,24.3,13.4,6.4,5.2,5.0,21.2,0.1,3.4
36,2001-02,8,Boston Celtics,82,49,33,.598,96.4,34.8,82.1,42.4,8.5,23.7,35.9,18.3,23.9,76.4,10.9,31.3,42.2,21.0,13.6,9.7,3.6,5.8,21.7,0.0,2.2
37,2001-02,8,Portland Trail Blazers,82,49,33,.598,96.6,36.6,81.4,45.0,5.7,16.1,35.4,17.7,23.2,76.3,13.2,29.8,43.0,23.5,14.3,8.6,4.5,5.0,19.7,0.1,3.0
38,2001-02,10,Seattle SuperSonics,82,45,37,.549,97.7,38.2,81.5,46.9,6.0,15.8,37.8,15.4,20.4,75.5,11.8,28.5,40.3,23.5,13.7,8.5,4.4,4.9,21.1,0.1,3.0
39,2001-02,11,Charlotte Hornets,82,44,38,.537,93.9,35.3,80.2,44.0,4.2,12.1,34.8,19.1,25.7,74.5,12.9,30.5,43.5,21.5,14.0,8.0,5.6,5.1,21.3,0.2,1.0
40,2001-02,11,Orlando Magic,82,44,38,.537,100.5,37.6,84.0,44.8,7.6,20.2,37.3,17.6,23.4,75.4,11.5,29.7,41.2,22.0,13.6,8.1,4.7,4.7,20.7,0.1,1.6
41,2001-02,11,Utah Jazz,82,44,38,.537,96.0,35.0,77.7,45.0,3.4,10.3,33.3,22.6,29.6,76.3,13.5,28.6,42.2,24.4,16.5,9.1,6.4,6.7,24.0,0.1,0.9
42,2001-02,14,Philadelphia 76ers,82,43,39,.524,91.0,34.2,78.5,43.6,2.6,8.7,29.9,20.0,25.7,77.9,13.3,30.9,44.2,20.0,15.3,8.6,4.4,5.6,20.1,0.2,1.6
43,2001-02,15,Indiana Pacers,82,42,40,.512,96.8,35.8,80.2,44.6,4.9,14.6,33.9,20.3,26.3,77.2,11.3,31.3,42.7,23.0,15.2,8.0,5.3,5.7,22.9,0.2,0.3
44,2001-02,15,Toronto Raptors,82,42,40,.512,91.4,35.6,82.0,43.4,4.7,13.5,34.9,15.5,20.9,73.9,13.6,28.5,42.1,21.7,14.3,8.4,5.6,4.8,21.6,0.1,-0.4
45,2001-02,17,Milwaukee Bucks,82,41,41,.500,97.5,37.1,80.2,46.2,7.2,19.3,37.5,16.1,21.5,74.8,10.3,31.2,41.4,22.5,14.1,7.3,4.7,4.4,21.8,0.1,-0.2
46,2001-02,18,Los Angeles Clippers,82,39,43,.476,95.7,36.2,81.3,44.5,5.0,14.0,35.6,18.3,24.7,73.9,13.2,30.2,43.4,20.9,14.8,6.2,6.6,5.4,19.8,0.1,-0.5
47,2001-02,19,Washington Wizards,82,37,45,.451,92.8,35.8,81.3,44.1,3.7,9.6,38.8,17.4,22.8,76.5,12.9,29.2,42.0,20.9,13.0,7.0,4.3,5.0,21.5,0.1,-1.4
48,2001-02,20,Miami Heat,82,36,46,.439,87.2,34.2,77.8,43.9,3.8,11.0,34.7,15.1,20.8,72.4,11.0,31.0,42.0,20.3,14.8,6.7,5.5,4.3,22.5,0.2,-1.5
49,2001-02,20,Phoenix Suns,82,36,46,.439,95.1,37.8,84.6,44.7,4.4,13.4,32.7,15.2,19.9,76.7,13.1,29.6,42.7,22.4,14.7,8.1,4.9,5.8,21.8,0.1,-0.7
50,2001-02,22,Atlanta Hawks,82,33,49,.402,94.0,35.4,80.6,43.9,5.2,14.6,35.4,18.1,23.7,76.5,11.6,29.8,41.5,20.2,15.5,8.1,4.3,6.2,20.8,0.1,-4.2
51,2001-02,23,New York Knicks,82,30,52,.366,91.6,34.4,79.5,43.2,5.8,16.4,35.3,17.1,21.8,78.7,10.7,30.0,40.7,21.0,14.5,6.8,3.5,4.7,22.0,0.2,-4.0
52,2001-02,24,Cleveland Cavaliers,82,29,53,.354,95.3,36.0,80.3,44.8,4.7,12.5,37.7,18.6,24.1,77.2,11.8,30.3,42.1,23.1,14.6,7.0,5.7,5.6,21.4,0.1,-3.3
53,2001-02,25,Houston Rockets,82,28,54,.341,92.3,34.6,80.8,42.8,6.0,18.0,33.5,17.1,23.1,74.1,12.5,29.4,41.9,18.1,14.1,6.5,5.4,5.1,18.0,0.1,-4.9
54,2001-02,26,Denver Nuggets,82,27,55,.329,92.2,35.5,83.8,42.4,5.2,15.7,32.9,15.9,21.4,74.4,13.6,28.2,41.8,22.2,14.7,7.5,5.6,6.8,22.8,0.1,-5.8
55,2001-02,27,Memphis Grizzlies,82,23,59,.280,89.9,34.8,79.7,43.6,4.1,13.4,30.7,16.3,23.0,70.8,12.0,29.4,41.4,21.8,16.4,7.9,6.0,5.6,19.2,0.1,-7.4
56,2001-02,28,Chicago Bulls,82,21,61,.256,89.5,34.3,79.2,43.3,3.7,10.6,34.6,17.2,23.9,72.2,11.3,28.8,40.0,22.2,15.3,7.7,4.4,4.9,22.4,0.2,-8.5
57,2001-02,28,Golden State Warriors,82,21,61,.256,97.7,36.6,85.2,42.9,3.9,12.1,32.2,20.6,28.6,72.2,16.3,30.4,46.7,20.8,16.8,7.9,6.4,6.3,23.0,0.2,-5.4
58,2002-03,1,Dallas Mavericks,82,60,22,.732,103.0,38.5,85.1,45.3,7.8,20.3,38.1,18.1,21.9,82.9,11.1,31.0,42.1,22.4,11.6,8.1,5.5,3.9,21.1,0.1,7.8
59,2002-03,1,San Antonio Spurs,82,60,22,.732,95.8,35.5,76.8,46.2,5.5,15.5,35.4,19.4,26.8,72.5,11.5,31.2,42.6,20.0,15.8,7.7,6.5,5.1,20.4,0.0,5.4
60,2002-03,3,Sacramento Kings,82,59,23,.720,101.7,39.5,85.2,46.4,6.0,15.7,38.1,16.7,22.3,74.6,11.0,33.5,44.5,24.8,14.5,9.0,5.6,4.3,20.3,0.0,6.5
61,2002-03,4,Minnesota Timberwolves,82,51,31,.622,98.1,38.7,83.0,46.6,3.6,9.8,36.8,17.1,22.3,77.0,11.7,31.9,43.6,25.2,13.7,6.7,5.3,4.9,20.8,0.0,2.1
62,2002-03,5,Detroit Pistons,82,50,32,.610,91.4,32.9,76.5,43.0,6.5,18.1,35.8,19.0,24.6,77.1,10.8,29.8,40.6,19.8,13.5,6.8,5.7,4.3,21.3,0.2,3.7
63,2002-03,5,Los Angeles Lakers,82,50,32,.610,100.4,37.7,83.6,45.1,5.9,16.7,35.6,19.0,26.0,73.4,13.1,31.1,44.3,23.3,14.5,7.8,5.7,3.8,22.9,0.1,2.3
64,2002-03,5,Portland Trail Blazers,82,50,32,.610,95.2,36.4,79.2,46.0,4.6,14.0,33.0,17.7,23.7,74.5,12.1,29.0,41.1,22.7,15.2,8.8,3.9,4.8,19.9,0.1,2.6
65,2002-03,8,New Jersey Nets,82,49,33,.598,95.4,35.4,80.3,44.1,4.2,12.7,33.2,20.3,26.8,75.7,12.1,30.8,42.9,23.0,14.8,8.7,4.6,5.2,21.6,0.1,5.2
66,2002-03,9,Indiana Pacers,82,48,34,.585,96.8,35.5,80.6,44.1,4.6,13.6,33.9,21.2,27.7,76.6,12.2,32.0,44.2,23.3,14.8,8.5,5.4,6.3,22.1,0.1,3.5
67,2002-03,9,Philadelphia 76ers,82,48,34,.585,96.8,36.3,81.0,44.8,3.0,9.6,31.1,21.3,27.5,77.5,12.7,29.5,42.2,21.6,14.8,10.3,3.5,6.4,22.0,0.1,2.3
68,2002-03,11,New Orleans Hornets,82,47,35,.573,93.9,35.5,81.6,43.5,4.9,13.1,37.6,17.9,23.3,76.8,13.4,30.2,43.6,22.0,14.8,8.0,4.8,5.2,21.6,0.1,2.1
69,2002-03,11,Utah Jazz,82,47,35,.573,94.7,35.3,75.5,46.8,2.7,7.8,34.9,21.3,28.6,74.5,12.5,29.0,41.5,25.6,16.8,8.6,5.7,5.2,22.4,0.1,2.4
70,2002-03,13,Boston Celtics,82,44,38,.537,92.7,32.9,79.4,41.5,8.8,26.3,33.4,18.0,24.3,74.2,10.4,30.1,40.5,19.2,14.0,8.8,3.7,4.5,21.4,0.0,-0.4
71,2002-03,13,Phoenix Suns,82,44,38,.537,95.5,36.6,82.6,44.3,4.8,14.0,34.3,17.4,23.5,74.2,12.8,29.8,42.5,21.0,14.7,8.1,4.9,5.5,22.0,0.1,1.1
72,2002-03,15,Houston Rockets,82,43,39,.524,93.8,34.6,78.8,44.0,5.4,15.5,34.6,19.1,24.9,76.8,12.5,31.3,43.8,18.4,15.6,7.2,6.0,4.6,19.5,0.1,1.5
73,2002-03,16,Milwaukee Bucks,82,42,40,.512,99.5,37.1,81.3,45.7,7.1,18.6,38.3,18.1,23.3,77.6,10.7,28.9,39.5,22.2,12.7,7.6,4.2,4.1,22.2,0.1,0.2
74,2002-03,16,Orlando Magic,82,42,40,.512,98.5,35.9,82.5,43.6,6.9,19.4,35.7,19.7,25.4,77.7,11.7,29.2,40.9,20.4,14.4,8.5,3.7,5.0,23.0,0.1,0.1
75,2002-03,18,Seattle SuperSonics,82,40,42,.488,92.1,35.2,80.5,43.7,5.6,15.7,35.3,16.2,21.7,74.4,11.7,29.1,40.8,21.6,13.2,8.3,3.6,5.0,20.9,0.1,-0.1
76,2002-03,19,Golden State Warriors,82,38,44,.463,102.4,37.3,84.6,44.1,5.2,15.1,34.4,22.6,29.0,77.8,15.7,31.0,46.7,20.9,15.8,7.2,6.2,6.0,21.8,0.0,-1.1
77,2002-03,20,New York Knicks,82,37,45,.451,95.9,36.2,82.0,44.1,7.4,19.3,38.3,16.1,19.8,81.5,10.3,29.0,39.2,22.0,14.0,7.1,3.1,3.8,23.0,0.1,-1.4
78,2002-03,20,Washington Wizards,82,37,45,.451,91.5,34.3,78.0,44.0,3.1,9.9,31.2,19.7,25.3,77.9,11.2,29.2,40.4,19.7,13.4,7.6,4.8,4.4,20.0,0.0,-1.0
79,2002-03,22,Atlanta Hawks,82,35,47,.427,94.1,34.9,78.5,44.4,4.9,13.9,35.2,19.4,24.5,79.3,11.4,31.2,42.6,20.5,16.7,7.5,5.8,5.0,21.7,0.1,-3.6
80,2002-03,23,Chicago Bulls,82,30,52,.366,95.0,36.5,81.9,44.5,4.3,12.2,35.0,17.7,24.6,72.2,12.0,31.0,43.0,21.7,16.9,7.4,5.6,5.0,24.7,0.1,-5.1
81,2002-03,24,Memphis Grizzlies,82,28,54,.341,97.5,37.2,82.2,45.2,5.7,15.6,36.5,17.4,23.6,73.9,11.5,30.1,41.6,23.1,15.4,7.9,6.1,5.2,20.5,0.0,-3.2
82,2002-03,25,Los Angeles Clippers,82,27,55,.329,93.8,34.6,79.1,43.7,4.8,14.4,33.1,19.9,26.5,75.0,12.3,30.0,42.3,19.6,15.7,7.0,5.6,5.1,21.8,0.0,-4.1
83,2002-03,26,Miami Heat,82,25,57,.305,85.6,32.8,79.5,41.2,4.2,13.4,31.6,15.8,20.6,76.5,11.6,30.0,41.6,18.3,14.2,7.2,4.0,5.3,22.6,0.1,-5.0
84,2002-03,27,Toronto Raptors,82,24,58,.293,90.9,34.7,81.3,42.7,5.0,14.5,34.3,16.5,22.9,71.8,12.5,28.7,41.2,19.3,14.4,7.4,4.8,5.0,21.5,0.1,-5.9
85,2002-03,28,Cleveland Cavaliers,82,17,65,.207,91.4,34.8,82.3,42.2,3.6,10.9,32.7,18.3,24.5,74.7,13.6,31.0,44.6,20.9,18.3,7.8,6.4,6.0,22.7,0.1,-9.6
86,2002-03,28,Denver Nuggets,82,17,65,.207,84.2,32.8,79.8,41.1,2.8,10.0,27.8,15.8,22.6,69.9,13.6,28.8,42.4,21.2,18.5,8.7,5.1,6.6,25.1,0.1,-8.3
87,2003-04,1,Indiana Pacers,82,61,21,.744,91.4,33.6,77.1,43.5,5.5,15.6,35.1,18.8,24.6,76.4,11.8,29.9,41.7,21.6,14.4,8.9,5.0,6.2,20.8,0.1,5.8
88,2003-04,2,Minnesota Timberwolves,82,58,24,.707,94.5,37.0,80.1,46.2,4.0,10.9,36.3,16.6,21.3,78.1,10.7,32.3,42.9,23.0,12.7,6.8,5.6,3.6,21.1,0.1,5.5
89,2003-04,3,San Antonio Spurs,82,57,25,.695,91.5,34.7,78.5,44.2,5.0,13.9,35.8,17.2,25.2,68.1,12.5,32.5,45.1,20.4,14.7,8.1,6.5,4.6,20.3,0.0,7.2
90,2003-04,4,Los Angeles Lakers,82,56,26,.683,98.2,36.9,81.4,45.4,4.5,13.6,32.7,19.9,28.7,69.3,12.2,30.9,43.1,23.8,13.8,8.3,4.6,3.8,21.1,0.1,3.9
91,2003-04,5,Sacramento Kings,82,55,27,.671,102.8,37.8,81.8,46.2,7.3,18.3,40.1,19.8,24.9,79.5,10.8,30.4,41.2,26.2,13.9,8.7,4.0,5.0,19.3,0.0,5.0
92,2003-04,6,Detroit Pistons,82,54,28,.659,90.1,33.5,77.0,43.5,4.1,11.8,34.4,19.0,25.3,75.3,12.4,30.4,42.8,20.8,15.1,8.0,7.0,5.0,20.3,0.0,5.8
93,2003-04,7,Dallas Mavericks,82,52,30,.634,105.2,40.5,88.2,45.9,6.2,17.8,34.8,18.0,22.6,79.6,14.3,31.0,45.3,23.9,12.2,8.0,5.3,4.7,19.6,0.0,4.4
94,2003-04,8,Memphis Grizzlies,82,50,32,.610,96.7,36.1,81.2,44.5,5.5,16.0,34.0,19.0,26.1,72.7,12.8,29.0,41.8,23.4,15.0,9.7,6.9,5.6,23.2,0.0,2.4
